1	2	4	3
1	2	5	4
1	2	6	5
1	2	7	6
1	2	8	7
1	2	9	8
1	3	7	5
1	3	9	7
1	3	11	9
1	3	13	11
1	3	15	13
1	3	17	15
1	4	10	7
1	4	13	10
1	4	16	13
1	4	19	16
1	4	22	19
1	4	25	22
1	5	13	9
1	5	17	13
1	5	21	17
1	5	25	21
1	5	29	25
1	5	33	29
1	5	65	29
1	6	16	11
1	6	21	16
1	6	26	21
1	6	31	26
1	6	36	31
1	6	41	36
1	6	68	31
1	6	73	68
1	7	19	13
1	7	25	19
1	7	31	25
1	7	37	31
1	7	43	37
1	7	49	43
1	7	69	31
1	7	75	69
1	7	81	75
1	8	22	15
1	8	29	22
1	8	36	29
1	8	43	36
1	8	50	43
1	8	57	50
1	8	68	29
1	8	75	68
1	8	82	75
1	8	89	82
2	3	5	4
2	3	6	5
2	3	7	6
2	3	8	7
2	3	9	8
2	3	10	9
2	4	8	6
2	4	10	8
2	4	12	10
2	4	14	12
2	4	16	14
2	4	18	16
2	5	11	8
2	5	14	11
2	5	17	14
2	5	20	17
2	5	23	20
2	5	26	23
2	6	14	10
2	6	18	14
2	6	22	18
2	6	26	22
2	6	30	26
2	6	34	30
2	6	66	30
2	7	17	12
2	7	22	17
2	7	27	22
2	7	32	27
2	7	37	32
2	7	42	37
2	7	69	32
2	7	74	69
2	8	20	14
2	8	26	20
2	8	32	26
2	8	38	32
2	8	44	38
2	8	50	44
2	8	70	32
2	8	76	70
2	8	82	76
2	9	23	16
2	9	30	23
2	9	37	30
2	9	44	37
2	9	51	44
2	9	58	51
2	9	69	30
2	9	76	69
2	9	83	76
2	9	90	83
3	4	6	5
3	4	7	6
3	4	8	7
3	4	9	8
3	4	10	9
3	4	11	10
3	5	9	7
3	5	11	9
3	5	13	11
3	5	15	13
3	5	17	15
3	5	19	17
3	6	12	9
3	6	15	12
3	6	18	15
3	6	21	18
3	6	24	21
3	6	27	24
3	7	15	11
3	7	19	15
3	7	23	19
3	7	27	23
3	7	31	27
3	7	35	31
3	7	67	31
3	8	18	13
3	8	23	18
3	8	28	23
3	8	33	28
3	8	38	33
3	8	43	38
3	8	65	28
3	8	70	65
3	8	75	70
3	9	21	15
3	9	27	21
3	9	33	27
3	9	39	33
3	9	45	39
3	9	51	45
3	9	65	27
3	9	71	65
3	9	77	71
3	9	83	77
3	10	24	17
3	10	31	24
3	10	38	31
3	10	45	38
3	10	52	45
3	10	59	52
3	10	70	31
3	10	77	70
3	10	84	77
3	10	91	84
4	5	7	6
4	5	8	7
4	5	9	8
4	5	10	9
4	5	11	10
4	5	12	11
4	6	10	8
4	6	12	10
4	6	14	12
4	6	16	14
4	6	18	16
4	6	20	18
4	7	13	10
4	7	16	13
4	7	19	16
4	7	22	19
4	7	25	22
4	7	28	25
4	8	16	12
4	8	20	16
4	8	24	20
4	8	28	24
4	8	32	28
4	8	36	32
4	8	68	32
4	9	19	14
4	9	24	19
4	9	29	24
4	9	34	29
4	9	39	34
4	9	44	39
4	9	66	29
4	9	71	66
4	9	76	71
4	10	22	16
4	10	28	22
4	10	34	28
4	10	40	34
4	10	46	40
4	10	52	46
4	10	66	28
4	10	72	66
4	10	78	72
4	10	84	78
4	11	25	18
4	11	32	25
4	11	39	32
4	11	46	39
4	11	53	46
4	11	60	53
4	11	71	32
4	11	78	71
4	11	85	78
4	11	92	85
5	6	8	7
5	6	9	8
5	6	10	9
5	6	11	10
5	6	12	11
5	6	13	12
5	7	11	9
5	7	13	11
5	7	15	13
5	7	17	15
5	7	19	17
5	7	21	19
5	8	14	11
5	8	17	14
5	8	20	17
5	8	23	20
5	8	26	23
5	8	29	26
5	9	17	13
5	9	21	17
5	9	25	21
5	9	29	25
5	9	33	29
5	9	37	33
5	9	65	29
5	9	69	65
5	10	20	15
5	10	25	20
5	10	30	25
5	10	35	30
5	10	40	35
5	10	45	40
5	10	67	30
5	10	72	67
5	10	77	72
5	11	23	17
5	11	29	23
5	11	35	29
5	11	41	35
5	11	47	41
5	11	53	47
5	11	67	29
5	11	73	67
5	11	79	73
5	11	85	79
5	12	26	19
5	12	33	26
5	12	40	33
5	12	47	40
5	12	54	47
5	12	61	54
5	12	65	26
5	12	72	65
5	12	79	72
5	12	86	79
5	12	93	86
6	7	9	8
6	7	10	9
6	7	11	10
6	7	12	11
6	7	13	12
6	7	14	13
6	8	12	10
6	8	14	12
6	8	16	14
6	8	18	16
6	8	20	18
6	8	22	20
6	9	15	12
6	9	18	15
6	9	21	18
6	9	24	21
6	9	27	24
6	9	30	27
6	10	18	14
6	10	22	18
6	10	26	22
6	10	30	26
6	10	34	30
6	10	38	34
6	10	66	30
6	10	70	66
6	11	21	16
6	11	26	21
6	11	31	26
6	11	36	31
6	11	41	36
6	11	46	41
6	11	68	31
6	11	73	68
6	11	78	73
6	12	24	18
6	12	30	24
6	12	36	30
6	12	42	36
6	12	48	42
6	12	54	48
6	12	68	30
6	12	74	68
6	12	80	74
6	12	86	80
6	13	27	20
6	13	34	27
6	13	41	34
6	13	48	41
6	13	55	48
6	13	62	55
6	13	66	27
6	13	73	66
6	13	80	73
6	13	87	80
6	13	94	87
7	8	10	9
7	8	11	10
7	8	12	11
7	8	13	12
7	8	14	13
7	8	15	14
7	9	13	11
7	9	15	13
7	9	17	15
7	9	19	17
7	9	21	19
7	9	23	21
7	10	16	13
7	10	19	16
7	10	22	19
7	10	25	22
7	10	28	25
7	10	31	28
7	11	19	15
7	11	23	19
7	11	27	23
7	11	31	27
7	11	35	31
7	11	39	35
7	11	67	31
7	11	71	67
7	12	22	17
7	12	27	22
7	12	32	27
7	12	37	32
7	12	42	37
7	12	47	42
7	12	69	32
7	12	74	69
7	12	79	74
7	13	25	19
7	13	31	25
7	13	37	31
7	13	43	37
7	13	49	43
7	13	55	49
7	13	69	31
7	13	75	69
7	13	81	75
7	13	87	81
7	14	28	21
7	14	35	28
7	14	42	35
7	14	49	42
7	14	56	49
7	14	63	56
7	14	67	28
7	14	74	67
7	14	81	74
7	14	88	81
7	14	95	88
8	9	11	10
8	9	12	11
8	9	13	12
8	9	14	13
8	9	15	14
8	9	16	15
8	10	14	12
8	10	16	14
8	10	18	16
8	10	20	18
8	10	22	20
8	10	24	22
8	11	17	14
8	11	20	17
8	11	23	20
8	11	26	23
8	11	29	26
8	11	32	29
8	12	20	16
8	12	24	20
8	12	28	24
8	12	32	28
8	12	36	32
8	12	40	36
8	12	68	32
8	12	72	68
8	13	23	18
8	13	28	23
8	13	33	28
8	13	38	33
8	13	43	38
8	13	48	43
8	13	65	28
8	13	70	65
8	13	75	70
8	13	80	75
8	14	26	20
8	14	32	26
8	14	38	32
8	14	44	38
8	14	50	44
8	14	56	50
8	14	70	32
8	14	76	70
