63# Number of electrodes
# x z
0.0	142.095
4.0	142.213
6.0	142.427
8.0	142.645
10.0	142.69
12.0	142.73
14.0	142.835
16.0	142.88
18.0	142.86
20.0	142.785
22.0	142.73
24.0	142.733
26.0	142.775
28.0	142.86
30.0	142.9
32.0	142.9
34.0	142.955
36.0	142.96
38.0	142.955
40.0	142.9
42.0	142.955
44.0	142.843
46.0	142.845
48.0	142.88
50.0	142.93
52.0	142.91
54.0	142.9
56.0	142.895
58.0	142.885
60.0	142.95
62.0	142.938
64.0	142.937
66.0	142.91
68.0	142.847
70.0	142.855
72.0	142.857
74.0	142.88
76.0	142.91
78.0	142.903
80.0	142.98
82.0	142.965
84.0	142.96
86.0	143.017
88.0	143.04
90.0	143.06
92.0	143.0
94.0	142.99
96.0	142.98
98.0	142.92
100.0	142.88
102.0	142.893
104.0	142.91
106.0	142.92
108.0	142.95
110.0	142.965
112.0	143.03
114.0	143.095
116.0	143.155
118.0	143.17
120.0	143.255
122.0	143.28
124.0	143.37
126.0	143.264
1283# Number of data
# a b m n rho err
56.0	55.0	61.0	62.0	0.157404	0.005919751611280841
56.0	55.0	60.0	61.0	0.274083	0.003496430347707072
56.0	55.0	59.0	60.0	0.57341	0.0017898973520137618
56.0	55.0	58.0	59.0	1.42671	0.0008553163761599816
56.0	55.0	62.0	63.0	0.0765772	0.011928116457330827
56.0	55.0	57.0	58.0	4.39882	0.0004309810961874017
55.0	54.0	60.0	61.0	0.144886	0.006411574706423613
55.0	54.0	58.0	59.0	0.587266	0.0017530289840954419
55.0	54.0	57.0	58.0	1.1929	0.0009784111165173923
54.0	53.0	57.0	58.0	0.513387	0.0019725911173720393
54.0	53.0	56.0	57.0	1.35946	0.0008863838762526822
53.0	52.0	59.0	60.0	0.0920541	0.009960875687993864
53.0	52.0	58.0	59.0	0.169793	0.00550439907651393
53.0	52.0	56.0	57.0	0.611304	0.0016930329706273065
52.0	51.0	58.0	59.0	0.0972341	0.009442333395618927
51.0	50.0	57.0	58.0	0.100209	0.00916876671347068
50.0	49.0	56.0	57.0	0.096616	0.009501286577488307
50.0	49.0	55.0	56.0	0.17358	0.00538926815046239
50.0	49.0	54.0	55.0	0.304369	0.0031711367169376978
50.0	49.0	52.0	53.0	1.94703	0.0006874830005137365
50.0	49.0	51.0	52.0	7.66813	0.0003441357394477902
54.0	53.0	60.0	61.0	0.083899	0.010906994175054195
54.0	53.0	55.0	56.0	5.12916	0.0004019770353086432
49.0	48.0	55.0	56.0	0.0998581	0.009200186953617327
49.0	48.0	54.0	55.0	0.16347	0.005708517166591754
49.0	48.0	53.0	54.0	0.307415	0.003141967781076586
49.0	48.0	52.0	53.0	0.749342	0.0014230244283541594
49.0	47.0	61.0	63.0	0.0227754	0.03956871661373296
53.0	52.0	54.0	55.0	5.31454	0.0003958835311826643
48.0	47.0	54.0	55.0	0.0902197	0.010158784752223668
48.0	47.0	49.0	50.0	8.30325	0.000335197862599722
48.0	46.0	60.0	62.0	0.0231679	0.03890221203609349
52.0	51.0	56.0	57.0	0.302931	0.00318511104416766
48.0	46.0	56.0	58.0	0.0938591	0.009773689481503225
47.0	46.0	52.0	53.0	0.180767	0.005184036201755257
47.0	46.0	51.0	52.0	0.355028	0.0027510782453078063
47.0	46.0	50.0	51.0	0.887113	0.0012373231255423554
47.0	46.0	49.0	50.0	2.21275	0.0006322198793178732
52.0	51.0	53.0	54.0	5.50627	0.00039001292364973137
47.0	46.0	53.0	54.0	0.0906621	0.01011032244082564
47.0	46.0	48.0	49.0	9.50914	0.0003215131873159569
47.0	45.0	59.0	61.0	0.022797	0.039531440880298065
47.0	45.0	55.0	57.0	0.100587	0.009135165158575737
47.0	45.0	53.0	55.0	0.233223	0.004069175001664291
47.0	45.0	51.0	53.0	0.81334	0.001328937269550101
47.0	45.0	49.0	51.0	4.29049	0.00043612415886072056
46.0	45.0	49.0	50.0	0.803732	0.0013421066626638006
51.0	50.0	52.0	53.0	8.20447	0.0003364970940798972
46.0	45.0	52.0	53.0	0.0991272	0.00926634733239517
46.0	45.0	47.0	48.0	9.48112	0.00032179166051552155
46.0	44.0	58.0	60.0	0.0245168	0.036774340236080325
46.0	44.0	56.0	58.0	0.0446881	0.020277742945591842
46.0	44.0	54.0	56.0	0.0978197	0.009387167293204232
46.0	44.0	48.0	50.0	4.37668	0.00043201151265254714
45.0	44.0	49.0	50.0	0.354568	0.002754352495386925
45.0	44.0	48.0	49.0	0.85728	0.0012724720023201768
46.0	44.0	52.0	54.0	0.245268	0.0038805015929832837
45.0	44.0	47.0	48.0	2.37223	0.0006049970511225681
45.0	43.0	55.0	57.0	0.0486549	0.01864304322400326
45.0	43.0	53.0	55.0	0.0941487	0.009744324887346287
45.0	43.0	51.0	53.0	0.24948	0.003818823931927984
45.0	43.0	49.0	51.0	0.83182	0.001304462611322368
